Date,Close
1/5/1990 16:00:00,352.2
1/12/1990 16:00:00,339.93
1/19/1990 16:00:00,339.15
1/26/1990 16:00:00,325.8
2/2/1990 16:00:00,330.92
2/9/1990 16:00:00,333.62
2/16/1990 16:00:00,332.72
2/23/1990 16:00:00,324.15
3/2/1990 16:00:00,335.54
3/9/1990 16:00:00,337.93
3/16/1990 16:00:00,341.91
3/23/1990 16:00:00,337.22
3/30/1990 16:00:00,339.94
4/6/1990 16:00:00,340.08
4/12/1990 16:00:00,344.34
4/20/1990 16:00:00,335.12
4/27/1990 16:00:00,329.11
5/4/1990 16:00:00,338.39
5/11/1990 16:00:00,352
5/18/1990 16:00:00,354.64
5/25/1990 16:00:00,354.58
6/1/1990 16:00:00,363.16
6/8/1990 16:00:00,358.71
6/15/1990 16:00:00,362.91
6/22/1990 16:00:00,355.43
6/29/1990 16:00:00,358.02
7/6/1990 16:00:00,358.42
7/13/1990 16:00:00,367.31
7/20/1990 16:00:00,361.61
7/27/1990 16:00:00,353.44
8/3/1990 16:00:00,344.86
8/10/1990 16:00:00,335.52
8/17/1990 16:00:00,327.83
8/24/1990 16:00:00,311.51
8/31/1990 16:00:00,322.56
9/7/1990 16:00:00,323.4
9/14/1990 16:00:00,316.83
9/21/1990 16:00:00,311.32
9/28/1990 16:00:00,306.05
10/5/1990 16:00:00,311.5
10/12/1990 16:00:00,300.03
10/19/1990 16:00:00,312.48
10/26/1990 16:00:00,304.71
11/2/1990 16:00:00,311.85
11/9/1990 16:00:00,313.74
11/16/1990 16:00:00,317.12
11/23/1990 16:00:00,315.1
11/30/1990 16:00:00,322.22
12/7/1990 16:00:00,327.75
12/14/1990 16:00:00,326.82
12/21/1990 16:00:00,331.75
12/28/1990 16:00:00,328.72
1/4/1991 16:00:00,321
1/11/1991 16:00:00,315.23
1/18/1991 16:00:00,332.23
1/25/1991 16:00:00,336.07
2/1/1991 16:00:00,343.05
2/8/1991 16:00:00,359.35
2/15/1991 16:00:00,369.06
2/22/1991 16:00:00,365.65
3/1/1991 16:00:00,370.47
3/8/1991 16:00:00,374.95
3/15/1991 16:00:00,373.59
3/22/1991 16:00:00,367.48
3/28/1991 16:00:00,375.22
4/5/1991 16:00:00,375.36
4/12/1991 16:00:00,380.4
4/19/1991 16:00:00,384.2
4/26/1991 16:00:00,379.02
5/3/1991 16:00:00,380.8
5/10/1991 16:00:00,375.74
5/17/1991 16:00:00,372.39
5/24/1991 16:00:00,377.49
5/31/1991 16:00:00,389.83
6/7/1991 16:00:00,379.43
6/14/1991 16:00:00,382.29
6/21/1991 16:00:00,377.75
6/28/1991 16:00:00,371.16
7/5/1991 16:00:00,374.08
7/12/1991 16:00:00,380.25
7/19/1991 16:00:00,384.22
7/26/1991 16:00:00,380.93
8/2/1991 16:00:00,387.18
8/9/1991 16:00:00,387.12
8/16/1991 16:00:00,385.58
8/23/1991 16:00:00,394.17
8/30/1991 16:00:00,395.43
9/6/1991 16:00:00,389.1
9/13/1991 16:00:00,383.59
9/20/1991 16:00:00,387.92
9/27/1991 16:00:00,385.9
10/4/1991 16:00:00,381.25
10/11/1991 16:00:00,381.45
10/18/1991 16:00:00,392.5
10/25/1991 16:00:00,384.2
11/1/1991 16:00:00,391.32
11/8/1991 16:00:00,392.89
11/15/1991 16:00:00,382.62
11/22/1991 16:00:00,376.14
11/29/1991 16:00:00,375.22
12/6/1991 16:00:00,379.1
12/13/1991 16:00:00,384.47
12/20/1991 16:00:00,387.04
12/27/1991 16:00:00,406.46
1/3/1992 16:00:00,419.34
1/10/1992 16:00:00,415.1
1/17/1992 16:00:00,418.86
1/24/1992 16:00:00,415.48
1/31/1992 16:00:00,408.78
2/7/1992 16:00:00,411.09
2/14/1992 16:00:00,412.48
2/21/1992 16:00:00,411.43
2/28/1992 16:00:00,412.7
3/6/1992 16:00:00,404.44
3/13/1992 16:00:00,405.84
3/20/1992 16:00:00,411.3
3/27/1992 16:00:00,403.5
4/3/1992 16:00:00,401.55
4/10/1992 16:00:00,404.29
4/16/1992 16:00:00,416.04
4/24/1992 16:00:00,409.02
5/1/1992 16:00:00,412.53
5/8/1992 16:00:00,416.05
5/15/1992 16:00:00,410.09
5/22/1992 16:00:00,414.02
5/29/1992 16:00:00,415.35
6/5/1992 16:00:00,413.48
6/12/1992 16:00:00,409.76
6/19/1992 16:00:00,403.67
6/26/1992 16:00:00,403.45
7/2/1992 16:00:00,411.77
7/10/1992 16:00:00,414.62
7/17/1992 16:00:00,415.62
7/24/1992 16:00:00,411.6
7/31/1992 16:00:00,424.21
8/7/1992 16:00:00,418.88
8/14/1992 16:00:00,419.91
8/21/1992 16:00:00,414.85
8/28/1992 16:00:00,414.84
9/4/1992 16:00:00,417.08
9/11/1992 16:00:00,419.58
9/18/1992 16:00:00,422.93
9/25/1992 16:00:00,414.35
10/2/1992 16:00:00,410.47
10/9/1992 16:00:00,402.66
10/16/1992 16:00:00,411.73
10/23/1992 16:00:00,414.1
10/30/1992 16:00:00,418.68
11/6/1992 16:00:00,417.58
11/13/1992 16:00:00,422.43
11/20/1992 16:00:00,426.65
11/27/1992 16:00:00,430.16
12/4/1992 16:00:00,432.06
12/11/1992 16:00:00,433.73
12/18/1992 16:00:00,441.28
12/24/1992 16:00:00,439.77
12/31/1992 16:00:00,435.71
1/8/1993 16:00:00,429.05
1/15/1993 16:00:00,437.15
1/22/1993 16:00:00,436.11
1/29/1993 16:00:00,438.78
2/5/1993 16:00:00,448.93
2/12/1993 16:00:00,444.58
2/19/1993 16:00:00,434.22
2/26/1993 16:00:00,443.38
3/5/1993 16:00:00,446.11
3/12/1993 16:00:00,449.83
3/19/1993 16:00:00,450.18
3/26/1993 16:00:00,447.78
4/2/1993 16:00:00,441.39
4/9/1993 16:00:00,448.37
4/16/1993 16:00:00,448.94
4/23/1993 16:00:00,437.03
4/30/1993 16:00:00,440.19
5/7/1993 16:00:00,442.31
5/14/1993 16:00:00,439.56
5/21/1993 16:00:00,445.84
5/28/1993 16:00:00,450.19
6/4/1993 16:00:00,450.06
6/11/1993 16:00:00,447.26
6/18/1993 16:00:00,443.68
6/25/1993 16:00:00,447.6
7/2/1993 16:00:00,445.84
7/9/1993 16:00:00,448.11
7/16/1993 16:00:00,445.75
7/23/1993 16:00:00,447.1
7/30/1993 16:00:00,448.13
8/6/1993 16:00:00,448.68
8/13/1993 16:00:00,450.14
8/20/1993 16:00:00,456.16
8/27/1993 16:00:00,460.54
9/3/1993 16:00:00,461.34
9/10/1993 16:00:00,461.72
9/17/1993 16:00:00,458.83
9/24/1993 16:00:00,457.63
10/1/1993 16:00:00,461.28
10/8/1993 16:00:00,460.31
10/15/1993 16:00:00,469.5
10/22/1993 16:00:00,463.27
10/29/1993 16:00:00,467.83
11/5/1993 16:00:00,459.57
11/12/1993 16:00:00,465.39
11/19/1993 16:00:00,462.6
11/26/1993 16:00:00,463.06
12/3/1993 16:00:00,464.89
12/10/1993 16:00:00,463.93
12/17/1993 16:00:00,466.38
12/23/1993 16:00:00,467.38
12/31/1993 16:00:00,466.45
1/7/1994 16:00:00,469.9
1/14/1994 16:00:00,474.91
1/21/1994 16:00:00,474.72
1/28/1994 16:00:00,478.7
2/4/1994 16:00:00,469.81
2/11/1994 16:00:00,470.18
2/18/1994 16:00:00,467.69
2/25/1994 16:00:00,466.07
3/4/1994 16:00:00,464.74
3/11/1994 16:00:00,466.44
3/18/1994 16:00:00,471.06
3/25/1994 16:00:00,460.58
3/31/1994 16:00:00,445.77
4/8/1994 16:00:00,447.1
4/15/1994 16:00:00,446.18
4/22/1994 16:00:00,447.63
4/29/1994 16:00:00,450.91
5/6/1994 16:00:00,447.82
5/13/1994 16:00:00,444.14
5/20/1994 16:00:00,454.92
5/27/1994 16:00:00,457.33
6/3/1994 16:00:00,460.13
6/10/1994 16:00:00,458.67
6/17/1994 16:00:00,458.45
6/24/1994 16:00:00,442.8
7/1/1994 16:00:00,446.2
7/8/1994 16:00:00,449.55
7/15/1994 16:00:00,454.16
7/22/1994 16:00:00,453.11
7/29/1994 16:00:00,458.26
8/5/1994 16:00:00,457.09
8/12/1994 16:00:00,461.94
8/19/1994 16:00:00,463.68
