Date,Close
2/5/1971 16:00:00,100
2/12/1971 16:00:00,102.05
2/19/1971 16:00:00,100.7
2/26/1971 16:00:00,101.34
3/5/1971 16:00:00,103
3/12/1971 16:00:00,104.5
3/19/1971 16:00:00,105.77
3/26/1971 16:00:00,105.07
4/2/1971 16:00:00,106.86
4/8/1971 16:00:00,108.38
4/16/1971 16:00:00,109.96
4/23/1971 16:00:00,110.69
4/30/1971 16:00:00,112.3
5/7/1971 16:00:00,110.66
5/14/1971 16:00:00,110.74
5/21/1971 16:00:00,108.85
5/28/1971 16:00:00,108.25
6/4/1971 16:00:00,110.66
6/11/1971 16:00:00,110.2
6/18/1971 16:00:00,108.16
6/25/1971 16:00:00,106.56
7/2/1971 16:00:00,108.77
7/9/1971 16:00:00,110.91
7/16/1971 16:00:00,109.98
7/23/1971 16:00:00,109.63
7/30/1971 16:00:00,105.27
8/6/1971 16:00:00,103.78
8/13/1971 16:00:00,105.44
8/20/1971 16:00:00,107.89
8/27/1971 16:00:00,109.3
9/3/1971 16:00:00,109.98
9/10/1971 16:00:00,110.42
9/17/1971 16:00:00,110.1
9/24/1971 16:00:00,108.88
10/1/1971 16:00:00,109.58
10/8/1971 16:00:00,110.74
10/15/1971 16:00:00,109.6
10/22/1971 16:00:00,106.8
10/29/1971 16:00:00,105.1
11/5/1971 16:00:00,105.46
11/12/1971 16:00:00,103.91
11/19/1971 16:00:00,102.95
11/26/1971 16:00:00,101.64
12/3/1971 16:00:00,107.26
12/10/1971 16:00:00,108.81
12/17/1971 16:00:00,110.52
12/23/1971 16:00:00,111.94
12/31/1971 16:00:00,114.12
1/7/1972 16:00:00,116.05
1/14/1972 16:00:00,116.74
1/21/1972 16:00:00,117.21
1/28/1972 16:00:00,118.44
2/4/1972 16:00:00,121.24
2/11/1972 16:00:00,122.86
2/18/1972 16:00:00,123.4
2/25/1972 16:00:00,124.83
3/3/1972 16:00:00,127.19
3/10/1972 16:00:00,128.55
3/17/1972 16:00:00,128.01
3/24/1972 16:00:00,127.55
3/30/1972 16:00:00,128.14
4/7/1972 16:00:00,131.8
4/14/1972 16:00:00,133.88
4/21/1972 16:00:00,133.01
4/28/1972 16:00:00,131.33
5/5/1972 16:00:00,129.43
5/12/1972 16:00:00,129.44
5/19/1972 16:00:00,132.16
5/26/1972 16:00:00,133.95
6/2/1972 16:00:00,133.52
6/9/1972 16:00:00,130.57
6/16/1972 16:00:00,131.28
6/23/1972 16:00:00,130.22
6/30/1972 16:00:00,130.08
7/7/1972 16:00:00,131.5
7/14/1972 16:00:00,129.38
7/21/1972 16:00:00,127.63
7/28/1972 16:00:00,128.15
8/4/1972 16:00:00,130.94
8/11/1972 16:00:00,131.68
8/18/1972 16:00:00,131.43
8/25/1972 16:00:00,130.31
9/1/1972 16:00:00,130.7
9/8/1972 16:00:00,129.13
9/15/1972 16:00:00,127.67
9/22/1972 16:00:00,127.46
9/29/1972 16:00:00,129.61
10/6/1972 16:00:00,128.13
10/13/1972 16:00:00,127.19
10/20/1972 16:00:00,128
10/27/1972 16:00:00,129.53
11/3/1972 16:00:00,133.34
11/10/1972 16:00:00,133.12
11/17/1972 16:00:00,132.33
11/24/1972 16:00:00,133.02
12/1/1972 16:00:00,133.94
12/8/1972 16:00:00,135.15
12/15/1972 16:00:00,133.53
12/22/1972 16:00:00,131.28
12/29/1972 16:00:00,133.73
1/5/1973 16:00:00,135.91
1/12/1973 16:00:00,136.01
1/19/1973 16:00:00,133.87
1/26/1973 16:00:00,129.76
2/2/1973 16:00:00,126.48
2/9/1973 16:00:00,125.86
2/16/1973 16:00:00,124.55
2/23/1973 16:00:00,122.34
3/2/1973 16:00:00,120.11
3/9/1973 16:00:00,121.99
3/16/1973 16:00:00,121.22
3/23/1973 16:00:00,115.47
3/30/1973 16:00:00,117.46
4/6/1973 16:00:00,113.27
4/13/1973 16:00:00,115.22
4/19/1973 16:00:00,114.15
4/27/1973 16:00:00,108.4
5/4/1973 16:00:00,110.89
5/11/1973 16:00:00,109.1
5/18/1973 16:00:00,102.89
5/25/1973 16:00:00,105.17
6/1/1973 16:00:00,102.3
6/8/1973 16:00:00,103.72
6/15/1973 16:00:00,102.26
6/22/1973 16:00:00,100.99
6/29/1973 16:00:00,100.98
7/6/1973 16:00:00,99.48
7/13/1973 16:00:00,103.03
7/20/1973 16:00:00,107.68
7/27/1973 16:00:00,109.36
8/3/1973 16:00:00,106.82
8/10/1973 16:00:00,105.32
8/17/1973 16:00:00,103.71
8/24/1973 16:00:00,102.4
8/31/1973 16:00:00,104.87
9/7/1973 16:00:00,107.02
9/14/1973 16:00:00,106.07
9/21/1973 16:00:00,109.46
9/28/1973 16:00:00,111.2
10/5/1973 16:00:00,112.56
10/12/1973 16:00:00,114.1
10/19/1973 16:00:00,113.25
10/26/1973 16:00:00,112.79
11/2/1973 16:00:00,108.93
11/9/1973 16:00:00,105.77
11/16/1973 16:00:00,101.38
11/23/1973 16:00:00,97.3
11/30/1973 16:00:00,93.51
12/7/1973 16:00:00,92.32
12/14/1973 16:00:00,89.63
12/21/1973 16:00:00,89.52
12/28/1973 16:00:00,91.68
1/4/1974 16:00:00,94.1
1/11/1974 16:00:00,92.23
1/18/1974 16:00:00,95.32
1/25/1974 16:00:00,95.4
2/1/1974 16:00:00,94.15
2/8/1974 16:00:00,92.2
2/15/1974 16:00:00,90.98
2/22/1974 16:00:00,92.93
3/1/1974 16:00:00,94.05
3/8/1974 16:00:00,95.17
3/15/1974 16:00:00,96.53
3/22/1974 16:00:00,95.45
3/29/1974 16:00:00,92.27
4/5/1974 16:00:00,90.7
4/11/1974 16:00:00,89.79
4/19/1974 16:00:00,90.31
4/26/1974 16:00:00,86.24
5/3/1974 16:00:00,87.47
5/10/1974 16:00:00,84.3
5/17/1974 16:00:00,81.93
5/24/1974 16:00:00,81.45
5/31/1974 16:00:00,80.2
6/7/1974 16:00:00,83.71
6/14/1974 16:00:00,82.76
6/21/1974 16:00:00,79.11
6/28/1974 16:00:00,75.96
7/5/1974 16:00:00,73.57
7/12/1974 16:00:00,71.68
7/19/1974 16:00:00,73.4
7/26/1974 16:00:00,72.83
8/2/1974 16:00:00,69.4
8/9/1974 16:00:00,70.69
8/16/1974 16:00:00,65.86
8/23/1974 16:00:00,62.57
8/30/1974 16:00:00,62.37
9/6/1974 16:00:00,60.7
9/13/1974 16:00:00,56.66
9/20/1974 16:00:00,59.9
9/27/1974 16:00:00,57.12
10/4/1974 16:00:00,55.16
10/11/1974 16:00:00,60.42
10/18/1974 16:00:00,62.75
10/25/1974 16:00:00,62.88
11/1/1974 16:00:00,65.06
11/8/1974 16:00:00,66.51
11/15/1974 16:00:00,64.41
11/22/1974 16:00:00,62.07
11/29/1974 16:00:00,62.95
12/6/1974 16:00:00,58.21
12/13/1974 16:00:00,59.22
